Time,Flow(L/min),Temperature(C)
2023-06-02 17:20:30, 4.104768300873069, 25.319006044325057
2023-06-02 17:20:31, 4.1907320349227675, 25.419744795164547
2023-06-02 17:20:31, 4.1907320349227675, 25.26863666890531
2023-06-02 17:20:32, 4.265950302216252, 25.419744795164547
2023-06-02 17:20:32, 4.20147750167898, 25.47011417058429
2023-06-02 17:20:33, 4.15849563465413, 25.419744795164547
2023-06-02 17:20:33, 4.051040967092007, 25.47011417058429
2023-06-02 17:20:34, 4.083277367360644, 25.419744795164547
2023-06-02 17:20:34, 4.008059100067159, 25.47011417058429
2023-06-02 17:20:35, 4.051040967092007, 25.3693754197448
2023-06-02 17:20:35, 4.1907320349227675, 25.47011417058429
2023-06-02 17:20:36, 4.147750167897918, 25.671591672263276
2023-06-02 17:20:36, 4.212222968435192, 25.3693754197448
2023-06-02 17:20:37, 4.233713901947617, 25.26863666890531
2023-06-02 17:20:37, 4.255204835460042, 25.47011417058429
2023-06-02 17:20:38, 4.179986568166555, 25.520483546004037
2023-06-02 17:20:38, 4.126259234385493, 25.47011417058429
2023-06-02 17:20:39, 4.244459368703829, 25.47011417058429
2023-06-02 17:20:39, 4.351914036265949, 25.3693754197448
2023-06-02 17:20:40, 4.287441235728677, 25.47011417058429
2023-06-02 17:20:40, 4.2229684351914045, 25.419744795164547
2023-06-02 17:20:41, 4.244459368703829, 25.47011417058429
2023-06-02 17:20:41, 4.373404969778374, 25.419744795164547
2023-06-02 17:20:42, 4.416386836803223, 25.419744795164547
2023-06-02 17:20:42, 4.319677635997314, 25.419744795164547
2023-06-02 17:20:43, 4.2766957689724645, 25.47011417058429
2023-06-02 17:20:43, 4.373404969778374, 25.419744795164547
2023-06-02 17:20:44, 4.394895903290799, 25.520483546004037
2023-06-02 17:20:44, 4.330423102753526, 25.57085292142378
2023-06-02 17:20:45, 4.394895903290799, 25.520483546004037
2023-06-02 17:20:45, 4.384150436534586, 25.520483546004037
2023-06-02 17:20:46, 4.394895903290799, 25.419744795164547
2023-06-02 17:20:46, 4.351914036265949, 25.57085292142378
2023-06-02 17:20:47, 4.308932169241102, 25.57085292142378
2023-06-02 17:20:47, 4.2766957689724645, 25.520483546004037
2023-06-02 17:20:48, 4.255204835460042, 25.419744795164547
2023-06-02 17:20:48, 4.319677635997314, 25.621222296843527
2023-06-02 17:20:49, 4.427132303559436, 25.671591672263276
2023-06-02 17:20:49, 4.308932169241102, 25.57085292142378
2023-06-02 17:20:50, 4.341168569509737, 25.520483546004037
2023-06-02 17:20:50, 4.2229684351914045, 25.57085292142378
2023-06-02 17:20:51, 4.20147750167898, 25.419744795164547
2023-06-02 17:20:52, 4.2766957689724645, 25.671591672263276
2023-06-02 17:20:52, 4.2766957689724645, 25.520483546004037
2023-06-02 17:20:53, 4.255204835460042, 25.671591672263276
2023-06-02 17:20:53, 4.233713901947617, 25.47011417058429
2023-06-02 17:20:54, 4.330423102753526, 25.47011417058429
2023-06-02 17:20:54, 4.2766957689724645, 25.721961047683017
2023-06-02 17:20:55, 4.330423102753526, 25.57085292142378
2023-06-02 17:20:55, 4.308932169241102, 25.621222296843527
2023-06-02 17:20:56, 4.319677635997314, 25.721961047683017
2023-06-02 17:20:56, 4.244459368703829, 25.520483546004037
2023-06-02 17:20:57, 4.094022834116856, 25.621222296843527
2023-06-02 17:20:57, 4.104768300873069, 25.57085292142378
2023-06-02 17:20:58, 4.115513767629281, 25.621222296843527
2023-06-02 17:20:58, 4.15849563465413, 25.621222296843527
2023-06-02 17:20:59, 4.255204835460042, 25.520483546004037
2023-06-02 17:20:59, 4.255204835460042, 25.47011417058429
2023-06-02 17:21:00, 4.072531900604432, 25.520483546004037
2023-06-02 17:21:00, 4.126259234385493, 25.520483546004037
2023-06-02 17:21:01, 4.212222968435192, 25.57085292142378
2023-06-02 17:21:01, 4.126259234385493, 25.520483546004037
2023-06-02 17:21:02, 4.244459368703829, 25.520483546004037
2023-06-02 17:21:02, 4.212222968435192, 25.671591672263276
2023-06-02 17:21:03, 4.308932169241102, 25.621222296843527
2023-06-02 17:21:03, 4.341168569509737, 25.57085292142378
2023-06-02 17:21:04, 4.330423102753526, 25.671591672263276
2023-06-02 17:21:04, 4.373404969778374, 25.621222296843527
2023-06-02 17:21:05, 4.384150436534586, 25.47011417058429
2023-06-02 17:21:05, 4.330423102753526, 25.47011417058429
2023-06-02 17:21:06, 4.255204835460042, 25.822699798522507
2023-06-02 17:21:06, 4.137004701141706, 25.772330423102765
2023-06-02 17:21:07, 4.094022834116856, 25.721961047683017
2023-06-02 17:21:07, 4.1907320349227675, 25.721961047683017
2023-06-02 17:21:08, 4.255204835460042, 25.621222296843527
2023-06-02 17:21:08, 4.20147750167898, 25.671591672263276
2023-06-02 17:21:09, 4.179986568166555, 25.621222296843527
